Id,Price
8761,192954.68530488998
15371,390821.0800489156
16367,162108.09732250488
6317,289855.26529108844
10878,252974.84746548417
3895,154486.14967383878
8041,240237.79502932707
13428,486078.1964266874
14669,147371.01633777455
1006,173718.44402777278
12271,179339.5179795221
3764,397567.5295872719
7675,201496.65290978755
11709,292804.00740189804
8629,154767.15160946533
1105,315005.8720464342
6096,197775.7163715384
11727,208812.506293816
5157,174440.4763033833
3679,142507.32409401148
1755,143391.90745538095
7391,187022.69674526728
7425,105991.29478642986
6882,383326.9922104531
10752,350344.2255191955
7472,206376.4840113922
14320,100365.51748847979
9596,162440.42938916184
5317,202106.97563819843
7378,95928.45000224211
16154,185468.4732845979
3464,194020.19804329806
4197,237080.84799379657
9477,117844.81749047853
12705,188633.84303012985
16426,202520.52588742189
1481,69483.24123842514
9946,234831.57094656042
12025,250048.45414212006
5341,228462.64200676468
9923,307566.10759178014
7953,297649.99726679816
11066,235429.6479107293
5037,172529.17520516342
2509,185465.7197733936
4937,367811.8400317159
12089,408337.9695927612
4964,164817.50524306687
16500,273740.41094691365
4625,143803.83263103437
2363,391500.70337644627
8148,201102.86321821695
3804,187341.94618282784
4584,153563.67808565436
10694,117935.14165898146
2691,158797.97748185732
2983,222515.5614448515
13563,409568.8805372559
10747,222440.10251347994
1721,200214.27491755213
2789,227662.2121045993
7214,245864.80951210824
8659,229552.82501646035
5107,278097.36464840575
3843,226841.01309844607
14610,349504.96925458056
15505,158654.91145872764
5060,263573.1266086585
16055,214026.89172018878
14963,213744.09552371225
4118,144285.44963446827
1672,194603.2472262387
3209,187119.2772884192
16515,143869.09213518945
973,170207.95844640094
12529,188708.5111472337
5896,120979.68382544082
5450,331830.71306146553
3249,176694.74335723533
8911,172310.75988327837
5898,220559.19639932926
1024,188419.08453445623
4766,208776.67609019962
15804,178181.7916904254
14303,219565.54671721437
10707,180993.05510283774
6605,218239.60726297044
1138,447598.22466486413
14088,433047.7079358899
9154,184015.81338392067
8190,189929.95483095665
398,258784.61375221482
13302,246797.1821672592
9696,162906.12472601118
16786,114844.35307308125
16230,189970.23225144195
6552,192382.02261857325
923,225278.074844063
9602,322268.9488480595
5857,275799.7615028552
8120,165349.39338530565
7134,185608.3329172273
11726,177396.6874478642
8069,115867.54316033093
12420,169899.017495746
8604,202145.42824907618
4854,307566.4983801333
12212,182395.91643471707
12099,347780.4030083087
3882,477048.80854749406
6995,329807.3946410351
10172,222417.66098981706
11672,264060.49790685385
12897,276252.2585867012
16097,183316.91864264003
6779,274154.71157703875
11199,204189.9170256672
10816,389850.3867343187
143,391944.50987851666
5399,235238.59873089517
3286,152988.28967097373
13706,167281.32958595216
1935,353091.4158836231
16000,179815.39155858627
2860,236115.06458736808
11407,234680.96644194226
16378,276490.1639194675
12278,176641.87580753848
3842,169207.19333321418
2692,352170.0953958547
7699,197689.29762706498
6825,317134.6213192589
7268,398904.6152253037
1477,432355.3480059705
9887,172174.13028140305
9436,185964.6378256592
3179,234399.63361202736
1350,468432.92263410916
10643,207047.9988626129
5793,250396.65438004388
11494,397343.10804634925
4206,198207.06496371984
12419,239900.58449309185
8530,250822.7477171658
5985,140401.80126871122
8908,225099.33276054845
256,127617.36773609823
7234,181195.7925663995
5648,213136.03390883605
3014,212543.3680348804
2184,205163.00989785237
9189,243841.2973699078
14884,199434.86823442567
10333,164816.62391152888
15896,138757.24703888415
13269,134389.87437792704
8603,227990.11436657712
15087,183035.6782544793
4344,196710.3084207107
7981,73020.70120565809
10908,225052.97332493565
6190,156755.6045675703
11742,204569.1661195368
9224,153311.30506533335
14667,197305.70295750495
458,200335.80129562676
2464,305425.1973799676
12320,225750.06364573364
278,196269.7511369624
2912,219399.74009872988
6698,194505.17194976314
4510,126211.51557302897
4183,195893.6658158378
5551,263684.53857047233
12187,158222.2215578756
7948,228861.65313321468
10808,177679.5709941879
12432,187796.3275888626
5356,175927.9132266572
8984,522703.51524736936
9203,187795.09936024496
15412,96266.19007173844
12041,134321.104521876
7644,265019.1821153244
7071,208440.53704815384
10685,173503.2235941382
6763,268028.18547439866
940,135841.7607264303
14959,200214.27491755213
1338,159043.60396567732
5351,120561.0665691527
6524,187697.76369290444
12516,163348.65903939377
3288,257178.4832614516
3146,238511.32834403298
3954,184018.5820504444
11955,177051.20938468233
1211,221966.05917214177
15668,199006.87715209945
1320,87485.63251480069
9108,176071.09390471876
16482,225880.72611579957
5017,146801.69039893485
8290,203053.160353124
4304,364966.3848956064
1930,185209.18259160165
12530,177275.62800021772
11295,323233.8452717288
3002,152087.98983256446
15483,176891.70814803508
11525,183367.32185708094
13978,133277.86131812606
4885,153978.99705466387
8325,171313.40970855067
3630,146366.84509570527
9165,187342.19557882272
13945,229635.50145872333
10663,185007.04296581369
14803,182048.68837182425
7621,175344.00698472667
8205,229888.24441743144
10387,201221.78931849418
5457,144298.96412440445
10234,352092.08837376966
6251,174246.89389822117
701,269758.64360542974
7930,175886.27444646807
15028,138078.3713565565
12172,86399.85399045673
5805,192564.14543454367
7411,285142.2788780255
14806,176424.53795602534
7890,159230.39402258725
10440,139593.72827387528
14926,168212.7344615124
5381,160277.22649858962
3800,385506.5123895246
10511,228613.811526875
9324,239489.7788373845
3313,212856.03663153647
7351,160631.17995407866
8459,187233.00395523326
9957,132601.87211971992
12024,184341.02568422747
4380,235513.93670036332
5042,130528.59446984975
13289,146346.7257145353
13407,411233.6016346151
13258,152768.86147071206
15993,279241.91508916195
12525,187769.44812693406
4062,254348.27587186065
12065,255425.2030971491
8227,177388.11988848608
11333,176174.7518100539
2867,132601.61924677977
3319,256561.9477196639
3523,310005.29129789484
7055,200122.7346988894
14930,183497.20660184053
3444,134313.81064454172
2940,307438.2059908002
6935,370560.1963829707
16116,470077.4761483253
13370,227533.61280311528
6103,230357.3104728152
7446,191001.50717619216
1859,183629.76146409818
4079,181186.80226294918
3228,162716.16114214892
9665,164675.31270272037
15957,392483.5131023704
11533,141895.86970573064
2314,126328.29625944915
4096,202488.26500475296
13437,180039.73203550628
5980,230229.30699726418
2008,191613.78946589073
6754,177508.30744378045
4129,156446.9619685932
14557,291060.3887095279
7096,310795.66315610975
14297,267045.7149505644
3967,226237.60626975348
16485,131439.09308587454
13075,278810.426190922
14289,186986.29663964885
10988,157692.95236847893
3230,126977.83588130373
13250,186968.80318999253
2559,175694.4237383706
7739,329778.9241396594
7213,194732.25005265782
6639,197795.67437387127
3164,285998.6224152822
15207,155155.47233549083
5113,193840.20653567338
3929,138560.9741231275
14493,238547.5041763511
11110,178591.02237805372
2033,191050.65253305942
16057,204240.43824686937
16709,216385.9327314837
14313,133359.83028950565
1028,276683.0205303524
7187,89857.0967087969
3738,325429.93838127854
9869,330028.8964608901
12644,194318.56486256994
3686,123461.8026922782
9196,263857.483292941
12326,211442.97944501165
4936,204420.01152382395
13314,174231.1459186544
9857,335621.01099504204
519,199250.6675317902
8410,183453.7927039561
1720,174315.79170416147
10341,218625.8180601268
14415,182617.13534996207
10613,278846.8803998301
8027,236522.28420332886
15539,266650.41876577074
7431,266650.41876577074
1370,154916.3301888026
12708,142100.45810653124
2250,200404.38909532913
14758,132312.84410617864
8525,373462.34374802763
1538,287606.53333239374
1142,159772.33239639248
1152,248829.37761922524
9802,183569.73540372134
3331,321947.43337138236
15203,178244.37708907577
4247,188753.72835754952
1976,420670.04007759667
2346,183838.36983928492
10078,240815.75758034378
1938,213164.52201336005
7819,182144.12571144468
2168,253874.2262582797
15634,215159.02158415745
8465,244345.13516055155
9313,163102.94839435606
6539,131899.5975631931
6325,109622.236156616
13442,263996.2471332367
9967,178136.7521631063
7893,336895.35560823954
2861,197468.63768312187
11031,298835.4776579622
15073,128763.34007367353
13837,169826.29187866263
2524,251648.9266531117
8617,214817.7558418175
13513,190988.0327007519
3081,316366.71262267564
10675,370022.1710172126
1907,79701.83861049257
4872,242736.11624781627
16274,376856.53922300076
11837,231952.2259451691
16577,249002.908465849
5231,312723.3449246981
11315,221150.09905158886
273,201221.78931849418
8363,189129.363675104
4255,220536.08460395277
16330,237084.6398925983
11528,180857.71931512112
14799,247100.37779874526
1611,273585.54342849454
9234,184222.02153979638
1633,115821.54532744718
6791,211811.749287518
11567,353793.60267421405
3070,231438.64706202858
12094,257921.27227138705
14335,300925.1211707748
137,152186.0979246606
7182,160913.3007976076
11718,177412.44310336324
5194,107036.22702599209
97,368916.66087202705
5118,420756.70211166027
13920,313007.89471829246
9952,187668.2481364862
15337,203534.91746839555
10243,219605.00015962246
4048,394236.31573549536
171,166159.3655988752
11378,160844.2991723299
14190,168207.7391720005
15265,142092.14543419942
2740,130225.80374679988
5573,309285.0678472113
4481,220369.9336857956
2631,151356.79263016224
4984,242367.88524714683
16466,171983.83719949028
16716,123546.36151999646
15325,188486.16042827818
10115,177406.4817764516
117,523741.15055614564
5476,106784.68029954453
11757,181131.72541576414
12359,119663.11991037222
15546,190585.80415307987
8133,159723.69376099197
9018,398729.207398276
2075,164265.82143841565
11170,305287.13352207025
15733,203576.40087588195
9280,148864.39148913126
10734,297704.7279712671
14071,153585.55031336175
7373,235249.6303901673
14736,165742.14094584747
3458,117297.58010668945
6183,164988.16152966078
7825,212785.79322470262
16775,178588.83688601022
5717,179679.34333360082
12397,140556.08730241557
8189,482716.10865770804
4423,209384.66228642187
3994,143547.42160058932
10342,192839.38953432647
10051,190581.2413190141
9453,144974.23093032514
12593,482034.4153143732
1274,87634.45659648119
6933,370832.3628791776
1761,148085.06634475515
7157,390630.8790118967
15169,150953.40072760408
6792,306114.4870887815
13830,184833.86254391764
7240,174501.72931155228
3051,259374.898963036
6550,119077.05307972671
4603,207415.30232300385
5729,169477.76053738102
13473,348084.1041242693
15104,124118.69671753387
6599,482920.0015650882
2216,241489.7502892747
8721,325259.44356985844
3645,209784.27523891977
8664,190914.19865243355
11001,204545.49941968147
753,153640.11913799212
8129,229916.3698254363
15235,174179.7436733368
3359,220073.3288009652
10424,217467.89092293195
10226,262376.9341273283
9252,192705.7173256634
3008,248143.0860717708
5849,163687.04146032664
8494,200677.70060146286
6764,196624.7783111278
12445,298843.129596513
11716,195038.30438950303
4508,124499.6791873247
5669,191513.42282195593
11427,105614.36724014682
11065,185575.0938465469
8910,204866.9985403809
16401,128854.64392581728
11913,147589.07822514162
6221,184597.64080595697
10839,199017.56971992907
2809,201302.84029231413
13311,150382.5886296426
6866,203416.5222691418
6019,168556.15444520512
3024,153205.6665538371
1391,255086.23265528693
15904,229651.7490761933
15858,293477.0304457618
9911,271166.71534461237
16579,194253.70345242321
4394,275647.24074696994
1468,435649.2699724971
12965,153662.3903011388
2249,170894.96957314736
14384,161722.49347557567
13040,122523.15863318196
8872,144974.23093032514
12864,244749.20380141045
15712,173359.25693707768
14049,184959.65738250007
1840,108968.37604615343
12019,168341.71425407758
8948,160116.9585855536
15154,199508.31825390356
6943,141876.59919670696
12564,366759.79200600815
12766,176792.22812377955
7255,247070.7534212836
7962,154378.70709741252
709,136358.72680692174
4634,163330.12043555052
889,234528.5325563128
4774,121749.37911377169
13890,184681.47256548973
15431,165185.9112321049
8726,360280.88148779876
10373,140820.4019190431
6413,200633.98160420463
9761,140101.15895955262
15864,196067.3787017763
6147,146940.21036288489
3384,210439.38972287477
320,269051.2702570756
8006,175978.90541545983
14395,175622.16489380237
14976,99241.66863132104
12185,222616.3449968005
4779,130121.84205178278
8551,149518.99523173386
9025,269590.7841296652
10616,223990.11956471685
7475,114792.69593248588
6341,341462.06511636137
14163,146117.68377506133
2211,198954.98052026518
10532,290684.8651074091
14338,137758.0852402823
831,182058.218661603
3382,157068.3338629974
9209,319479.32379498595
7188,233493.40061756226
7197,217737.81576560353
11270,177076.06903653216
15918,105720.87426818498
6937,473903.96434385516
6178,192614.9128823609
10668,123174.69912496507
1413,249992.4996044638
6884,351558.9324492772
8266,197512.5456683244
14019,196046.57803129242
16764,145947.4944583503
15306,173943.32068970436
3740,227549.48359476682
5298,181412.36828659012
8319,186006.11374175473
4229,183396.51159136192
13429,205132.8381857185
1753,495221.415664086
860,257035.82542132118
14219,151626.0708228148
12113,207881.49499832361
11309,117185.14072861633
9930,203740.204711581
10570,188383.35716980888
2839,139635.82504744467
6699,128536.20056589851
16647,117453.27621883947
5325,246451.81220910104
13733,160712.36020308887
7818,315349.3910730501
12505,224274.98252425922
9489,197126.1108760153
10106,194190.4208429822
7864,222843.79030512946
5134,293314.6271237168
11859,154597.93468026954
7440,340766.88225066214
1525,319817.3669421034
7339,183569.73540372134
8,360311.71847739856
3248,117160.29283893386
8995,227332.69673585796
15178,66641.84581814225
8594,162904.50804598845
15770,231921.62786436963
15859,354023.67590250226
1735,285233.4767750761
11410,505807.04111324524
16397,155116.51479456003
3572,135022.13134642635
5501,110457.31440800749
969,183714.48075857197
6977,527028.764959418
1233,176170.50640104557
4258,160381.93018518662
90,439061.5836380769
16650,175486.88186993863
197,108520.82511267222
12514,258006.34943178445
4367,180403.70414245775
3199,167836.11212298356
5600,202454.26553643277
11641,185364.82582262246
14609,124786.65258106188
12775,153758.33342968876
14240,183441.53578277546
7933,189677.40021011667
6945,374913.55637486617
14006,202610.17254759467
6320,231175.82229789405
12061,187386.51178114332
16369,214208.47961826355
16354,369454.1104372928
3970,280479.92522154766
1048,198086.47534846177
3639,219940.39307534898
14448,214876.88491976433
2812,432425.7648540802
3932,150227.11409486918
14875,342683.5645433859
8883,113531.95632435821
7622,289616.3269760283
7252,115333.9520722093
9751,183935.5546911761
2378,196060.0430654104
6816,245094.40008268142
15358,191562.66713378945
7843,155471.2234391326
10448,385016.5498176908
7840,279957.4120638122
8880,237757.62374130025
12551,334519.5776163592
15470,185394.67053225866
16207,222725.3036314567
12123,127480.07253468568
15247,490396.12756826665
7481,193901.92144305623
16171,357644.3104753975
7461,319979.7390182683
902,266390.99756800855
13094,158841.36225776954
11584,251816.67294605763
4462,182547.52589191947
15576,145363.11326517846
16606,245746.18354176264
5427,294017.72114526184
7725,153659.88821252596
5409,176161.75570610145
12579,129025.42881562363
12013,248469.84129183774
11321,189932.03085672518
9932,145212.47076206625
591,175363.17281287792
10357,185321.78430565025
3336,237952.45218312144
13,180075.2330178203
4809,209152.39260619265
7555,204222.25638744727
15172,336966.8442648623
6989,166895.93072691266
4707,187791.05930599992
2046,249025.36727653485
6495,118267.64601151687
3873,183365.60044652896
7061,199504.92606642883
12112,219510.75726503943
8917,274120.8116501209
7735,135753.801806411
16442,219605.00015962246
4244,169462.4448957995
3747,263362.5549250236
11086,182122.04984526813
10080,213929.64601240616
15057,272981.029119588
1331,186040.93708819395
8891,154205.19363562774
13411,222371.37848217707
16730,221869.7659187288
2267,185041.18563658
3022,198266.5191550689
11190,219605.00015962246
11857,189236.92846661236
9318,179967.98391343534
16512,181084.03478889543
2053,200111.3541936995
13707,123121.2125897253
12143,153537.1910217441
14080,163313.1904903956
6130,180831.6723699294
7936,89798.70944409136
10101,166730.733857753
5663,187093.3461105402
14811,127427.33236014927
1366,183460.6287701171
908,207729.4052284907
2953,125082.63965707048
14629,161311.32214180482
15096,367598.00041757966
2115,184983.0646439394
11770,166627.19405324818
12701,197775.7163715384
14584,130484.72325813363
1893,354103.9655616562
9501,490209.3361325856
2138,154924.55100602747
9346,214158.52263877954
15960,401776.11622557417
8230,155631.9030601574
13843,202324.40190911584
13810,236972.73353256812
15650,175420.38770443847
9974,137987.20785374963
12200,214778.89804648314
538,218425.08303533206
5334,181151.89094455785
14823,115327.81161252533
4817,170117.21382969644
9041,203316.81575221277
4359,274448.9231533255
4852,226880.64346425625
10141,129926.90889381987
1503,229898.75886199815
16256,466822.8120242278
683,115776.07655077545
14382,185922.2929180948
7248,230612.01434545577
1200,178313.80681317853
3563,172500.45032167019
3681,384807.9910929079
3053,258733.11832002873
4099,202801.55046497873
807,109069.35085181186
4658,327186.3096901186
3535,180416.6770795797
12548,153010.8438445401
10488,205605.46216775733
5851,166567.31591674956
13736,189212.40504896262
875,160258.37490864884
14449,160317.6115451623
3958,336138.79221250984
10727,190354.17219113524
11296,137269.21692600925
13646,237283.3561060856
9599,236556.72758312486
7135,299959.84270291746
5943,306307.3761038965
2695,238156.50654775742
6766,222195.11708613482
5630,180575.7221465895
13586,197212.31148502085
3507,432365.4186690463
10014,144809.53404841962
459,290415.5108415201
3582,274078.09713128716
8560,299960.5426100556
3372,177506.75743446653
13109,274525.7355594909
8160,241899.67473352718
10706,230074.98224703467
9104,343943.4944438006
2870,214829.7211413392
13712,180142.3814034068
13924,130279.90384472339
798,263933.02365034295
9750,442814.94262089115
16248,391665.6349557652
3170,181510.27819697035
12700,244891.1834315459
10601,135748.83900966155
514,207859.77082820033
4010,322646.7030926842
8124,158941.48949626586
10800,165254.42338566165
13628,190740.59616683816
11637,142923.8593209858
781,173611.00651079364
16156,193789.14457999467
12618,272869.4139194493
9766,178368.4911154427
15987,265972.01683520665
11051,324766.4138456714
7673,204195.1870197633
1245,374175.3413955838
2443,153391.2071083228
7413,97756.27857802765
310,158671.35747328185
10921,266712.5625255061
8709,80872.03188112486
12404,333269.61001428054
14986,203724.77894827642
10714,321024.61300606374
14286,197585.6805980049
13828,358960.8463989955
8926,437145.19955437735
12233,183420.72996871144
3913,185083.1537556252
5221,198418.235637054
14965,90171.08138089406
862,198641.27850086114
13907,140653.69312663603
5418,180563.95414565058
2045,182435.99595794582
13321,185073.53282201316
2762,227966.17836156287
13888,195452.35563607104
14962,137893.51491343952
13305,388895.9902046143
8487,259347.0639082226
7146,154239.23347441145
1134,182945.74057258334
15092,345930.8147066169
13760,216385.8659481729
11958,447058.1576776907
3177,183268.7381037209
11350,221231.03813384433
1524,119546.64502019726
5527,247579.1493039794
2872,198456.73421785707
8602,360254.6707981715
3067,316453.1476332725
10435,215301.13852228268
11222,210144.3193575129
8700,121634.19819989066
10961,238477.23573659896
14305,192954.9259494625
8362,308162.7369604982
4979,154284.25095318432
7180,339098.86039135244
5763,99863.4394064211
2192,196877.7753533987
13581,199619.4822129076
10720,160463.96656412358
1358,238568.98865198408
13366,323381.62939951697
13539,402844.48509813723
12849,214092.55696624596
6794,177684.5477618739
525,454960.3300726607
12223,354672.7406449454
16271,116176.61171916609
5818,127395.2798866677
16588,284728.7465382918
8981,127617.36773609823
16476,123449.83517528522
14663,190231.88239485718
3,144625.12901943506
6615,131041.83384814298
12215,280726.7591222344
304,258928.50519543036
13634,265125.01150105614
9208,183890.24284648354
2175,164770.4565021997
250,215879.51140337833
6045,184947.24382594076
10516,157510.69493807442
1852,481931.3851437063
1573,214100.48507716143
15079,167900.38973589195
5500,173599.32947770212
15775,194606.65858760796
3198,160089.47273101535
6718,177913.3624173999
4149,177863.99342073622
9627,248962.346266669
7595,291850.44476585
4538,187984.53641522088
3555,201050.3682272116
10483,370856.51056405815
8834,168195.91777014275
16412,177368.67340938223
6449,157348.65910236776
2767,187806.9718902641
11498,163686.03524574166
16472,144974.23093032514
178,326771.1547574843
10948,180979.96970607483
13313,289355.79556106497
8065,142286.70357009058
102,157608.7384450185
14428,174650.61811485817
11973,140517.81564565375
6663,187758.41388096777
15989,130964.05273961849
10955,441145.6238406291
11772,143861.1497461596
11364,234372.0122958001
7082,175041.39001674447
7749,444182.07452999946
6428,130904.63438170237
6869,99897.66010700655
295,164406.10424336776
12266,265021.7559126639
11129,210362.56927597482
826,294296.6238703045
3262,229708.72278060214
15641,323318.9656586375
1662,354134.4145871069
10926,226395.8855147899
10232,229752.71717320796
6376,180430.159289398
7817,177601.52350441937
354,195883.2720603024
10076,183344.95615635515
11379,343815.4924976981
10184,123023.68083821899
4696,388883.96113760024
13562,505857.09216495417
5436,181701.18595238109
13196,119114.24770961118
14939,217435.3554620551
14004,216523.4207871088
5916,174548.19052200156
7229,192954.9258995913
9143,158247.3830613133
3440,199670.0585166538
319,172669.35662801375
11683,228683.88118013498
12647,248421.45894238952
12788,149914.20469218065
13662,232399.1757227416
423,284808.3051092655
5222,193083.46093620078
9242,205225.19879633217
2641,190702.7682444189
4855,157818.17227898806
5360,214551.63253456197
9799,177111.8200175774
5526,243871.59596982348
10309,147252.54086120942
2144,374487.4484532114
7191,187837.12178620865
6732,163048.55997978954
14789,153719.7100245102
13525,156388.6640611688
4066,332850.73298655037
16422,194510.57400932914
14890,197670.59615919573
2922,225830.94016440946
3601,132101.5824192258
13416,116980.60106815775
14363,188684.0891027317
9496,275496.4190458932
7115,311002.9009083688
8615,166608.62278649225
5218,67599.38796151614
9493,216799.74581398114
10623,184366.35741424508
2272,122146.37371456143
3352,321361.5926808996
84,174705.25830743607
8086,134035.94436923557
2595,188894.2405863334
3531,145494.85567547163
7460,294021.18232599256
9214,250146.4818704983
2790,248148.16323401858
10548,260133.27497265223
9218,182553.2558454635
7435,188374.77876069397
15780,188533.3077401166
7640,209703.80143242166
6223,187236.0503385884
3425,110879.79389415706
10582,148561.50841330804
702,236895.60651481024
2111,179351.98743692558
11730,185093.78870079233
9865,266758.5253320395
16478,321722.7179661425
1885,216506.51788192027
3956,406325.2437493987
16735,111975.83383393612
15264,202128.14255864936
15971,172156.2759809289
5584,221079.11466887392
15242,189389.49669003554
14358,192790.7373613907
11300,218456.92648169035
5446,176873.69011029426
3934,176832.93111742163
6610,173453.1938565721
10164,343480.5320150505
4646,193900.75312128794
13304,190659.17695933182
1985,201721.0645146947
4746,142923.8593209858
7963,205775.57959863578
14083,280805.98306782835
13140,315084.9739582988
15023,273574.1031233458
13093,234929.65121072778
7160,186130.21402913562
7407,193703.20836284876
16056,181175.82538354964
751,442464.6980876488
6179,82334.15102945853
9137,302070.93429900176
10992,262907.56598289864
5744,447731.36518912815
10884,178420.34993773283
12858,283319.71047373867
13005,305036.8303454063
16714,184751.9779842335
1419,249455.75538147864
6064,200127.4232577812
3771,212156.75770061617
5945,465741.4127754239
8453,72970.96800569353
3806,159289.25839443586
16748,254534.33224748628
11380,216767.85152010198
3107,210476.4114111608
12003,202520.52588742189
14567,263059.78431964177
1079,190520.52391560518
11705,120530.8527089533
7814,194210.19183467788
10174,165172.3047129126
5514,262075.02625532227
5265,235486.51544609407
10520,421324.94787410536
13195,214188.80953446435
14601,444052.58599612216
6012,200096.06861014132
13079,163333.3570909381
9009,129387.72215936493
3122,187559.71683645473
5470,248118.5595588807
4840,170451.26250200006
6270,240873.49977196034
9158,92263.07460919043
10120,166495.5793822429
10672,315223.9047028587
4573,123473.44451902152
12118,318777.373194278
7447,126328.29625944915
2171,192120.50300983424
6126,312909.829341487
2836,171741.58249957502
1457,244362.29625228472
11165,228261.04004376766
5923,193977.17056629033
1813,225964.2923665385
3492,262105.64143976683
1917,302931.2691702648
965,411638.4696876715
15795,153776.76034294826
821,205043.89146968714
4568,175504.14397801552
9078,240455.17940524005
11371,131997.60345375087
5149,198367.326428875
281,202315.95544076597
1918,250900.75178986182
776,131550.20731856965
210,201907.5427710841
10782,176835.4041695044
9653,189853.3515086088
9372,157009.5049675981
5868,181051.19904888907
6176,123408.30100531779
3969,118647.1798875337
7427,155201.97377408843
8544,525017.6773183984
5219,210755.0179423158
16488,132245.92639447766
5855,217866.19217640374
15920,122878.9370038468
4393,450395.24875720096
5770,180602.45061271233
2900,148946.0290629668
8622,82761.9800388742
11610,275244.1257267982
10969,121398.24695995028
11029,87291.60418537227
6193,321139.4329862572
14087,452421.8592143105
13623,159067.02195574783
16689,173869.1885296949
1027,214565.96811601217
949,153120.19752803634
672,118818.1587898897
13832,162589.5002908971
2471,197864.90524801836
8728,268703.335671689
7742,227285.79518110454
2698,213198.00811688643
9084,177840.59041177382
6075,271950.45616449363
2874,175191.1209921444
13119,127490.39463836778
5010,206488.25053873868
1284,173841.09227914247
1151,162126.82948543888
5110,461739.8944678971
11386,154827.83529975143
8019,195636.4590248889
2859,128241.54803496446
16110,173488.82201746112
16027,262195.2107840681
14902,177795.12240647723
14301,196471.31514153123
2451,192295.70475718586
13596,128267.86742509349
1464,130542.75951588484
7927,390063.84972915263
9638,170133.016721553
8009,292132.4955251196
11903,163490.07270825503
9243,113378.35726693051
547,202384.3505508137
5511,132121.65165530884
11247,193765.68013411414
15928,360238.29916530935
3434,224848.39755618476
7614,119590.01364082137
1380,199114.91642348454
2770,136597.2735447109
111,176873.69011029426
5994,133082.80502153226
12341,219358.07892977234
2787,267901.07786859904
14410,321033.80383236747
15983,131174.9733433661
14876,193757.08330358486
653,138589.98923817842
2174,261061.4549577701
2575,360622.0076266932
7976,165955.5659825419
5812,311633.1543332033
13589,319156.4452919669
9122,131879.51855011182
8159,494401.2934990701
8754,300558.77155684447
9321,223160.89747598252
13535,167368.40235076248
2083,152478.0411669849
2689,386188.31446951436
2248,243618.1875040306
11649,161198.57953479464
11045,388710.1865607459
1276,80401.32097404839
5962,142248.97776098797
13012,166966.00199588045
4642,168604.31881088816
179,167479.19312179525
15347,455652.6841564566
